company,time,metric,value
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Total ledningslängd (meter) per abonnemang (beräkning),175.2921536
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Total ledningslängd (meter) per abonnemang (beräkning),178.6310518
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Total ledningslängd (meter) per abonnemang (beräkning),190.0277008
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Total ledningslängd (meter) per abonnemang (beräkning),190.3707803
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Total ledningslängd luftledning och jordkabel (beräkning),314
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Total ledningslängd luftledning och jordkabel (beräkning),315
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Total ledningslängd luftledning och jordkabel (beräkning),315
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Total ledningslängd luftledning och jordkabel (beräkning),321
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Total ledningslängd luftledning och jordkabel (beräkning),343
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Total ledningslängd luftledning och jordkabel (beräkning),344
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Totalsumma inmatad energi till redovisningsenheten (MWh),20570
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Totalsumma inmatad energi till redovisningsenheten (MWh),19106
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Totalsumma inmatad energi till redovisningsenheten (MWh),19305
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Totalsumma inmatad energi till redovisningsenheten (MWh),21319
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Totalsumma inmatad energi till redovisningsenheten (MWh),17418
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Totalsumma inmatad energi till redovisningsenheten (MWh),16514
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),13
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),19
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),30
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),41
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Totalt antal abonnemang i uttagspunkt,1778
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Totalt antal abonnemang i uttagspunkt,1785
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Totalt antal abonnemang i uttagspunkt,1797
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Totalt antal abonnemang i uttagspunkt,1797
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Totalt antal abonnemang i uttagspunkt,1805
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Totalt antal abonnemang i uttagspunkt,1807
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Totalt installerad transformatoreffekt i nätstationerna (MVA),13
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Totalt installerad transformatoreffekt i nätstationerna (MVA),13
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Totalt installerad transformatoreffekt i nätstationerna (MVA),13
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Totalt installerad transformatoreffekt i nätstationerna (MVA),14
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Totalt installerad transformatoreffekt i nätstationerna (MVA),14
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Totalt installerad transformatoreffekt i nätstationerna (MVA),14
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Under året producerad energi för att täcka nätförluster (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Under året producerad energi för att täcka nätförluster (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Under året producerad energi för att täcka nätförluster (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Under året producerad energi för att täcka nätförluster (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Under året producerad energi för att täcka nätförluster (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Under året producerad energi för att täcka nätförluster (MWh),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Utmatad energi i gränspunkt (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Utmatad energi i gränspunkt (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Utmatad energi i gränspunkt (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Utmatad energi i gränspunkt (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Utmatad energi i gränspunkt (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Utmatad energi i gränspunkt (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Utmatad energi till slutkund - högspänning (MWh),1777
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Utmatad energi till slutkund - högspänning (MWh),1769
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Utmatad energi till slutkund - högspänning (MWh),1560
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Utmatad energi till slutkund - högspänning (MWh),1584
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Utmatad energi till slutkund - högspänning (MWh),1565
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Utmatad energi till slutkund - högspänning (MWh),1313
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Utmatad energi till slutkund - lågspänning (MWh),17606
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Utmatad energi till slutkund - lågspänning (MWh),16270
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Utmatad energi till slutkund - lågspänning (MWh),16663
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Utmatad energi till slutkund - lågspänning (MWh),18628
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Utmatad energi till slutkund - lågspänning (MWh),14945
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Utmatad energi till slutkund - lågspänning (MWh),14295
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Utnyttjningsgrad,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Utnyttjningsgrad,
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Utnyttjningsgrad,0.4794
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Utnyttjningsgrad,0.3904
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Utnyttjningsgrad,0.3703
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Utnyttjningsgrad,0.3464
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Varav abonnemang för småskalig produktion högspänning (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Varav abonnemang för småskalig produktion högspänning (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Varav abonnemang för småskalig produktion högspänning (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Varav abonnemang för småskalig produktion högspänning (antal),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Varav abonnemang för småskalig produktion högspänning (antal),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Varav abonnemang för småskalig produktion högspänning (antal),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Varav abonnemang för småskalig produktion lågspänning (antal),12
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Varav abonnemang för småskalig produktion lågspänning (antal),18
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),29
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),40
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),0
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),530
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1200
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),1079
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),49
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),101
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),160
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),209
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2018,Årets nätförlust (MWh),1187
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2019,Årets nätförlust (MWh),1067
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2020,Årets nätförlust (MWh),1082
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2021,Årets nätförlust (MWh),1107
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2022,Årets nätförlust (MWh),908
Olseröds Elektriska Distributionsförening u.p.a.,1/1/2023,Årets nätförlust (MWh),906
Oskarshamn Energi Nät AB,1/1/2018,Abonnemang i gränspunkt (antal),1
Oskarshamn Energi Nät AB,1/1/2019,Abonnemang i gränspunkt (antal),1
Oskarshamn Energi Nät AB,1/1/2020,Abonnemang i gränspunkt (antal),1
Oskarshamn Energi Nät AB,1/1/2021,Abonnemang i gränspunkt (antal),1
Oskarshamn Energi Nät AB,1/1/2022,Abonnemang i gränspunkt (antal),1
Oskarshamn Energi Nät AB,1/1/2023,Abonnemang i gränspunkt (antal),1
Oskarshamn Energi Nät AB,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,1
Oskarshamn Energi Nät AB,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,612
Oskarshamn Energi Nät AB,1/1/2018,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Oskarshamn Energi Nät AB,1/1/2019,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Oskarshamn Energi Nät AB,1/1/2020,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Oskarshamn Energi Nät AB,1/1/2021,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Oskarshamn Energi Nät AB,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,1
Oskarshamn Energi Nät AB,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,1
Oskarshamn Energi Nät AB,1/1/2018,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2019,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2020,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2021,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2022,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,0
Oskarshamn Energi Nät AB,1/1/2023,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,611
Oskarshamn Energi Nät AB,1/1/2018,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2019,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2020,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2021,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Oskarshamn Energi Nät AB,1/1/2022,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,0
Oskarshamn Energi Nät AB,1/1/2023,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,0
Oskarshamn Energi Nät AB,1/1/2018,Antal abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2019,Antal abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2020,Antal abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2021,Antal abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2022,Antal abonnenter med avbrott 12 - 24 timmar,
Oskarshamn Energi Nät AB,1/1/2023,Antal abonnenter med avbrott 12 - 24 timmar,
Oskarshamn Energi Nät AB,1/1/2018,Antal abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2019,Antal abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2020,Antal abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2021,Antal abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2022,Antal abonnenter med avbrott längre än 24 timmar,
Oskarshamn Energi Nät AB,1/1/2023,Antal abonnenter med avbrott längre än 24 timmar,
Oskarshamn Energi Nät AB,1/1/2018,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2019,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2020,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2021,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2022,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Oskarshamn Energi Nät AB,1/1/2023,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Oskarshamn Energi Nät AB,1/1/2018,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2019,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2020,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2021,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Oskarshamn Energi Nät AB,1/1/2022,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Oskarshamn Energi Nät AB,1/1/2023,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Oskarshamn Energi Nät AB,1/1/2018,Förbrukning per lågspänningsabonnent (kWh) (beräkning),11120.46396
Oskarshamn Energi Nät AB,1/1/2019,Förbrukning per lågspänningsabonnent (kWh) (beräkning),10263.76576
Oskarshamn Energi Nät AB,1/1/2020,Förbrukning per lågspänningsabonnent (kWh) (beräkning),10531.68044
Oskarshamn Energi Nät AB,1/1/2021,Förbrukning per lågspänningsabonnent (kWh) (beräkning),11426.31834
Oskarshamn Energi Nät AB,1/1/2022,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Oskarshamn Energi Nät AB,1/1/2023,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Oskarshamn Energi Nät AB,1/1/2018,Högspänningsabonnemang i uttagspunkt (antal),36
