company,time,metric,value
Västerviks Kraft-Elnät AB,1/1/2020,Högspänningsabonnemang i uttagspunkt (antal),26
Västerviks Kraft-Elnät AB,1/1/2021,Högspänningsabonnemang i uttagspunkt (antal),26
Västerviks Kraft-Elnät AB,1/1/2022,Högspänningsabonnemang i uttagspunkt (antal),26
Västerviks Kraft-Elnät AB,1/1/2023,Högspänningsabonnemang i uttagspunkt (antal),24
Västerviks Kraft-Elnät AB,1/1/2022,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),18811
Västerviks Kraft-Elnät AB,1/1/2023,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),25773
Västerviks Kraft-Elnät AB,1/1/2018,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västerviks Kraft-Elnät AB,1/1/2019,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västerviks Kraft-Elnät AB,1/1/2020,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västerviks Kraft-Elnät AB,1/1/2021,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västerviks Kraft-Elnät AB,1/1/2022,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,11603
Västerviks Kraft-Elnät AB,1/1/2023,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,21312
Västerviks Kraft-Elnät AB,1/1/2022,Inmatad energi från mikroproduktionsanläggningar (MWh),1809
Västerviks Kraft-Elnät AB,1/1/2023,Inmatad energi från mikroproduktionsanläggningar (MWh),3847
Västerviks Kraft-Elnät AB,1/1/2018,Inmatad energi från småskalig elproduktionsanläggning (MWh),6955
Västerviks Kraft-Elnät AB,1/1/2019,Inmatad energi från småskalig elproduktionsanläggning (MWh),5523
Västerviks Kraft-Elnät AB,1/1/2020,Inmatad energi från småskalig elproduktionsanläggning (MWh),3835
Västerviks Kraft-Elnät AB,1/1/2021,Inmatad energi från småskalig elproduktionsanläggning (MWh),9927
Västerviks Kraft-Elnät AB,1/1/2022,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Västerviks Kraft-Elnät AB,1/1/2023,Inmatad energi från småskalig elproduktionsanläggning (MWh),
Västerviks Kraft-Elnät AB,1/1/2018,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västerviks Kraft-Elnät AB,1/1/2019,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västerviks Kraft-Elnät AB,1/1/2020,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västerviks Kraft-Elnät AB,1/1/2021,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),
Västerviks Kraft-Elnät AB,1/1/2022,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),5399
Västerviks Kraft-Elnät AB,1/1/2023,Inmatad energi från småskaliga elproduktionsanläggningar (MWh),614
Västerviks Kraft-Elnät AB,1/1/2018,Ledningslängd högspänning - isolerad luftledning (km),16
Västerviks Kraft-Elnät AB,1/1/2019,Ledningslängd högspänning - isolerad luftledning (km),14
Västerviks Kraft-Elnät AB,1/1/2020,Ledningslängd högspänning - isolerad luftledning (km),20
Västerviks Kraft-Elnät AB,1/1/2021,Ledningslängd högspänning - isolerad luftledning (km),21
Västerviks Kraft-Elnät AB,1/1/2022,Ledningslängd högspänning - isolerad luftledning (km),32
Västerviks Kraft-Elnät AB,1/1/2023,Ledningslängd högspänning - isolerad luftledning (km),34
Västerviks Kraft-Elnät AB,1/1/2018,Ledningslängd högspänning - jordkabel (km),218
Västerviks Kraft-Elnät AB,1/1/2019,Ledningslängd högspänning - jordkabel (km),217
Västerviks Kraft-Elnät AB,1/1/2020,Ledningslängd högspänning - jordkabel (km),218
Västerviks Kraft-Elnät AB,1/1/2021,Ledningslängd högspänning - jordkabel (km),213
Västerviks Kraft-Elnät AB,1/1/2022,Ledningslängd högspänning - jordkabel (km),268
Västerviks Kraft-Elnät AB,1/1/2023,Ledningslängd högspänning - jordkabel (km),224
Västerviks Kraft-Elnät AB,1/1/2018,Ledningslängd högspänning - oisolerad luftledning (km),120
Västerviks Kraft-Elnät AB,1/1/2019,Ledningslängd högspänning - oisolerad luftledning (km),118
Västerviks Kraft-Elnät AB,1/1/2020,Ledningslängd högspänning - oisolerad luftledning (km),118
Västerviks Kraft-Elnät AB,1/1/2021,Ledningslängd högspänning - oisolerad luftledning (km),118
Västerviks Kraft-Elnät AB,1/1/2022,Ledningslängd högspänning - oisolerad luftledning (km),113
Västerviks Kraft-Elnät AB,1/1/2023,Ledningslängd högspänning - oisolerad luftledning (km),110
Västerviks Kraft-Elnät AB,1/1/2018,Ledningslängd lågspänning - isolerad luftledning (km),118
Västerviks Kraft-Elnät AB,1/1/2019,Ledningslängd lågspänning - isolerad luftledning (km),115
Västerviks Kraft-Elnät AB,1/1/2020,Ledningslängd lågspänning - isolerad luftledning (km),135
Västerviks Kraft-Elnät AB,1/1/2021,Ledningslängd lågspänning - isolerad luftledning (km),153
Västerviks Kraft-Elnät AB,1/1/2022,Ledningslängd lågspänning - isolerad luftledning (km),138
Västerviks Kraft-Elnät AB,1/1/2023,Ledningslängd lågspänning - isolerad luftledning (km),136
Västerviks Kraft-Elnät AB,1/1/2018,Ledningslängd lågspänning - jordkabel (km),477
Västerviks Kraft-Elnät AB,1/1/2019,Ledningslängd lågspänning - jordkabel (km),496
Västerviks Kraft-Elnät AB,1/1/2020,Ledningslängd lågspänning - jordkabel (km),510
Västerviks Kraft-Elnät AB,1/1/2021,Ledningslängd lågspänning - jordkabel (km),505
Västerviks Kraft-Elnät AB,1/1/2022,Ledningslängd lågspänning - jordkabel (km),535
Västerviks Kraft-Elnät AB,1/1/2023,Ledningslängd lågspänning - jordkabel (km),543
Västerviks Kraft-Elnät AB,1/1/2018,Ledningslängd lågspänning - oisolerad luftledning (km),0
Västerviks Kraft-Elnät AB,1/1/2019,Ledningslängd lågspänning - oisolerad luftledning (km),0
Västerviks Kraft-Elnät AB,1/1/2020,Ledningslängd lågspänning - oisolerad luftledning (km),0
Västerviks Kraft-Elnät AB,1/1/2021,Ledningslängd lågspänning - oisolerad luftledning (km),0
Västerviks Kraft-Elnät AB,1/1/2022,Ledningslängd lågspänning - oisolerad luftledning (km),0
Västerviks Kraft-Elnät AB,1/1/2023,Ledningslängd lågspänning - oisolerad luftledning (km),1
Västerviks Kraft-Elnät AB,1/1/2018,Lågspänningsabonnemang i uttagspunkt (antal),12278
Västerviks Kraft-Elnät AB,1/1/2019,Lågspänningsabonnemang i uttagspunkt (antal),12580
Västerviks Kraft-Elnät AB,1/1/2020,Lågspänningsabonnemang i uttagspunkt (antal),12877
Västerviks Kraft-Elnät AB,1/1/2021,Lågspänningsabonnemang i uttagspunkt (antal),13102
Västerviks Kraft-Elnät AB,1/1/2022,Lågspänningsabonnemang i uttagspunkt (antal),13201
Västerviks Kraft-Elnät AB,1/1/2023,Lågspänningsabonnemang i uttagspunkt (antal),13248
Västerviks Kraft-Elnät AB,1/1/2018,Medellastfaktor,0.5607
Västerviks Kraft-Elnät AB,1/1/2019,Medellastfaktor,0.7658
Västerviks Kraft-Elnät AB,1/1/2020,Medellastfaktor,0.7599
Västerviks Kraft-Elnät AB,1/1/2021,Medellastfaktor,0.7872
Västerviks Kraft-Elnät AB,1/1/2022,Medellastfaktor,0.8344
Västerviks Kraft-Elnät AB,1/1/2023,Medellastfaktor,0.8229
Västerviks Kraft-Elnät AB,1/1/2018,Meter ledning per nätstation (beräkning),2867.069486
Västerviks Kraft-Elnät AB,1/1/2019,Meter ledning per nätstation (beräkning),2891.566265
Västerviks Kraft-Elnät AB,1/1/2020,Meter ledning per nätstation (beräkning),3061.16208
Västerviks Kraft-Elnät AB,1/1/2021,Meter ledning per nätstation (beräkning),3005.952381
Västerviks Kraft-Elnät AB,1/1/2022,Meter ledning per nätstation (beräkning),3213.017751
Västerviks Kraft-Elnät AB,1/1/2023,Meter ledning per nätstation (beräkning),3100.591716
Västerviks Kraft-Elnät AB,1/1/2018,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,52
Västerviks Kraft-Elnät AB,1/1/2019,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,52
Västerviks Kraft-Elnät AB,1/1/2020,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,52
Västerviks Kraft-Elnät AB,1/1/2021,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,52
Västerviks Kraft-Elnät AB,1/1/2022,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,52
Västerviks Kraft-Elnät AB,1/1/2023,Nätets sammanlagda abonnerade effekt (MW) - överliggande och angränsande nät,52
Västerviks Kraft-Elnät AB,1/1/2018,Nätstationer inom området (antal),331
Västerviks Kraft-Elnät AB,1/1/2019,Nätstationer inom området (antal),332
Västerviks Kraft-Elnät AB,1/1/2020,Nätstationer inom området (antal),327
Västerviks Kraft-Elnät AB,1/1/2021,Nätstationer inom området (antal),336
Västerviks Kraft-Elnät AB,1/1/2022,Nätstationer inom området (antal),338
Västerviks Kraft-Elnät AB,1/1/2023,Nätstationer inom området (antal),338
Västerviks Kraft-Elnät AB,1/1/2018,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,54.47
Västerviks Kraft-Elnät AB,1/1/2019,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,48.13
Västerviks Kraft-Elnät AB,1/1/2020,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,42.08
Västerviks Kraft-Elnät AB,1/1/2021,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,41.89
Västerviks Kraft-Elnät AB,1/1/2022,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,37.37
Västerviks Kraft-Elnät AB,1/1/2023,Sammanlagd maximal inmatad effekt (MW) till redovisningsenheten,42.86
Västerviks Kraft-Elnät AB,1/1/2018,Total ledningslängd (meter) per abonnemang (beräkning),77.12938882
Västerviks Kraft-Elnät AB,1/1/2019,Total ledningslängd (meter) per abonnemang (beräkning),76.15421228
Västerviks Kraft-Elnät AB,1/1/2020,Total ledningslängd (meter) per abonnemang (beräkning),77.57885763
Västerviks Kraft-Elnät AB,1/1/2021,Total ledningslängd (meter) per abonnemang (beräkning),76.93479586
Västerviks Kraft-Elnät AB,1/1/2022,Total ledningslängd (meter) per abonnemang (beräkning),82.10478567
Västerviks Kraft-Elnät AB,1/1/2023,Total ledningslängd (meter) per abonnemang (beräkning),78.96323086
Västerviks Kraft-Elnät AB,1/1/2018,Total ledningslängd luftledning och jordkabel (beräkning),949
Västerviks Kraft-Elnät AB,1/1/2019,Total ledningslängd luftledning och jordkabel (beräkning),960
Västerviks Kraft-Elnät AB,1/1/2020,Total ledningslängd luftledning och jordkabel (beräkning),1001
Västerviks Kraft-Elnät AB,1/1/2021,Total ledningslängd luftledning och jordkabel (beräkning),1010
Västerviks Kraft-Elnät AB,1/1/2022,Total ledningslängd luftledning och jordkabel (beräkning),1086
Västerviks Kraft-Elnät AB,1/1/2023,Total ledningslängd luftledning och jordkabel (beräkning),1048
Västerviks Kraft-Elnät AB,1/1/2018,Totalsumma inmatad energi till redovisningsenheten (MWh),216439
Västerviks Kraft-Elnät AB,1/1/2019,Totalsumma inmatad energi till redovisningsenheten (MWh),207709
Västerviks Kraft-Elnät AB,1/1/2020,Totalsumma inmatad energi till redovisningsenheten (MWh),206227
Västerviks Kraft-Elnät AB,1/1/2021,Totalsumma inmatad energi till redovisningsenheten (MWh),216438
Västerviks Kraft-Elnät AB,1/1/2022,Totalsumma inmatad energi till redovisningsenheten (MWh),200994
Västerviks Kraft-Elnät AB,1/1/2023,Totalsumma inmatad energi till redovisningsenheten (MWh),192238
Västerviks Kraft-Elnät AB,1/1/2018,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),65
Västerviks Kraft-Elnät AB,1/1/2019,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),104
Västerviks Kraft-Elnät AB,1/1/2020,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),126
Västerviks Kraft-Elnät AB,1/1/2021,Totalt antal abonnemang för inmatning från produktionsanläggning (antal),191
Västerviks Kraft-Elnät AB,1/1/2018,Totalt antal abonnemang i uttagspunkt,12304
Västerviks Kraft-Elnät AB,1/1/2019,Totalt antal abonnemang i uttagspunkt,12606
Västerviks Kraft-Elnät AB,1/1/2020,Totalt antal abonnemang i uttagspunkt,12903
Västerviks Kraft-Elnät AB,1/1/2021,Totalt antal abonnemang i uttagspunkt,13128
Västerviks Kraft-Elnät AB,1/1/2022,Totalt antal abonnemang i uttagspunkt,13227
Västerviks Kraft-Elnät AB,1/1/2023,Totalt antal abonnemang i uttagspunkt,13272
Västerviks Kraft-Elnät AB,1/1/2018,Totalt installerad transformatoreffekt i nätstationerna (MVA),112
Västerviks Kraft-Elnät AB,1/1/2019,Totalt installerad transformatoreffekt i nätstationerna (MVA),114
Västerviks Kraft-Elnät AB,1/1/2020,Totalt installerad transformatoreffekt i nätstationerna (MVA),114
Västerviks Kraft-Elnät AB,1/1/2021,Totalt installerad transformatoreffekt i nätstationerna (MVA),111
Västerviks Kraft-Elnät AB,1/1/2022,Totalt installerad transformatoreffekt i nätstationerna (MVA),120
Västerviks Kraft-Elnät AB,1/1/2023,Totalt installerad transformatoreffekt i nätstationerna (MVA),121
Västerviks Kraft-Elnät AB,1/1/2018,Under året producerad energi för att täcka nätförluster (MWh),0
Västerviks Kraft-Elnät AB,1/1/2019,Under året producerad energi för att täcka nätförluster (MWh),0
Västerviks Kraft-Elnät AB,1/1/2020,Under året producerad energi för att täcka nätförluster (MWh),0
Västerviks Kraft-Elnät AB,1/1/2021,Under året producerad energi för att täcka nätförluster (MWh),0
Västerviks Kraft-Elnät AB,1/1/2022,Under året producerad energi för att täcka nätförluster (MWh),
Västerviks Kraft-Elnät AB,1/1/2023,Under året producerad energi för att täcka nätförluster (MWh),
Västerviks Kraft-Elnät AB,1/1/2018,Utmatad energi i gränspunkt (MWh),0
Västerviks Kraft-Elnät AB,1/1/2019,Utmatad energi i gränspunkt (MWh),0
Västerviks Kraft-Elnät AB,1/1/2020,Utmatad energi i gränspunkt (MWh),0
Västerviks Kraft-Elnät AB,1/1/2021,Utmatad energi i gränspunkt (MWh),0
Västerviks Kraft-Elnät AB,1/1/2022,Utmatad energi i gränspunkt (MWh),0
Västerviks Kraft-Elnät AB,1/1/2023,Utmatad energi i gränspunkt (MWh),0
Västerviks Kraft-Elnät AB,1/1/2018,Utmatad energi till slutkund - högspänning (MWh),54729
Västerviks Kraft-Elnät AB,1/1/2019,Utmatad energi till slutkund - högspänning (MWh),47373
Västerviks Kraft-Elnät AB,1/1/2020,Utmatad energi till slutkund - högspänning (MWh),48964
Västerviks Kraft-Elnät AB,1/1/2021,Utmatad energi till slutkund - högspänning (MWh),44348
Västerviks Kraft-Elnät AB,1/1/2022,Utmatad energi till slutkund - högspänning (MWh),41693
Västerviks Kraft-Elnät AB,1/1/2023,Utmatad energi till slutkund - högspänning (MWh),37114
Västerviks Kraft-Elnät AB,1/1/2018,Utmatad energi till slutkund - lågspänning (MWh),154114
Västerviks Kraft-Elnät AB,1/1/2019,Utmatad energi till slutkund - lågspänning (MWh),152886
Västerviks Kraft-Elnät AB,1/1/2020,Utmatad energi till slutkund - lågspänning (MWh),150483
Västerviks Kraft-Elnät AB,1/1/2021,Utmatad energi till slutkund - lågspänning (MWh),165004
Västerviks Kraft-Elnät AB,1/1/2022,Utmatad energi till slutkund - lågspänning (MWh),153090
Västerviks Kraft-Elnät AB,1/1/2023,Utmatad energi till slutkund - lågspänning (MWh),148895
Västerviks Kraft-Elnät AB,1/1/2018,Utnyttjningsgrad,
Västerviks Kraft-Elnät AB,1/1/2019,Utnyttjningsgrad,
Västerviks Kraft-Elnät AB,1/1/2020,Utnyttjningsgrad,0.8394
Västerviks Kraft-Elnät AB,1/1/2021,Utnyttjningsgrad,0.8451
Västerviks Kraft-Elnät AB,1/1/2022,Utnyttjningsgrad,0.9026
Västerviks Kraft-Elnät AB,1/1/2023,Utnyttjningsgrad,0.8944
Västerviks Kraft-Elnät AB,1/1/2018,Varav abonnemang för småskalig produktion högspänning (antal),4
Västerviks Kraft-Elnät AB,1/1/2019,Varav abonnemang för småskalig produktion högspänning (antal),4
Västerviks Kraft-Elnät AB,1/1/2020,Varav abonnemang för småskalig produktion högspänning (antal),4
Västerviks Kraft-Elnät AB,1/1/2021,Varav abonnemang för småskalig produktion högspänning (antal),4
Västerviks Kraft-Elnät AB,1/1/2022,Varav abonnemang för småskalig produktion högspänning (antal),
Västerviks Kraft-Elnät AB,1/1/2023,Varav abonnemang för småskalig produktion högspänning (antal),
Västerviks Kraft-Elnät AB,1/1/2018,Varav abonnemang för småskalig produktion lågspänning (antal),61
Västerviks Kraft-Elnät AB,1/1/2019,Varav abonnemang för småskalig produktion lågspänning (antal),100
Västerviks Kraft-Elnät AB,1/1/2020,Varav abonnemang för småskalig produktion lågspänning (antal),122
Västerviks Kraft-Elnät AB,1/1/2021,Varav abonnemang för småskalig produktion lågspänning (antal),187
Västerviks Kraft-Elnät AB,1/1/2022,Varav abonnemang för småskalig produktion lågspänning (antal),
Västerviks Kraft-Elnät AB,1/1/2023,Varav abonnemang för småskalig produktion lågspänning (antal),
Västerviks Kraft-Elnät AB,1/1/2018,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),6573
Västerviks Kraft-Elnät AB,1/1/2019,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),14065
Västerviks Kraft-Elnät AB,1/1/2020,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),4574
Västerviks Kraft-Elnät AB,1/1/2021,Varav inmatad energi från elproduktionsanläggningar anslutna till redovisningsenheten (MWh),21791
Västerviks Kraft-Elnät AB,1/1/2018,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),338
Västerviks Kraft-Elnät AB,1/1/2019,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),557
Västerviks Kraft-Elnät AB,1/1/2020,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),991
Västerviks Kraft-Elnät AB,1/1/2021,Varav inmatad energi från mikroproduktionsanläggningar till redovisningsenheten (MWh),1008
Västerviks Kraft-Elnät AB,1/1/2018,Årets nätförlust (MWh),7596
Västerviks Kraft-Elnät AB,1/1/2019,Årets nätförlust (MWh),7450
Västerviks Kraft-Elnät AB,1/1/2020,Årets nätförlust (MWh),6780
Västerviks Kraft-Elnät AB,1/1/2021,Årets nätförlust (MWh),7086
Västerviks Kraft-Elnät AB,1/1/2022,Årets nätförlust (MWh),6211
Västerviks Kraft-Elnät AB,1/1/2023,Årets nätförlust (MWh),6229
Västra Orusts Energitjänst ek. för.,1/1/2018,Abonnemang i gränspunkt (antal),2
Västra Orusts Energitjänst ek. för.,1/1/2019,Abonnemang i gränspunkt (antal),2
Västra Orusts Energitjänst ek. för.,1/1/2020,Abonnemang i gränspunkt (antal),2
Västra Orusts Energitjänst ek. för.,1/1/2021,Abonnemang i gränspunkt (antal),3
Västra Orusts Energitjänst ek. för.,1/1/2022,Abonnemang i gränspunkt (antal),3
Västra Orusts Energitjänst ek. för.,1/1/2023,Abonnemang i gränspunkt (antal),3
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,161
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktions- och energilagringsanläggningar,255
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,0
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal abonnemang i inmatningspunkt från elproduktionsanläggningar och energilagringsanläggningar exkl. småskalig- och mikroproduktion,0
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,160
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal abonnemang i inmatningspunkt från mikroproduktionsanläggningar,252
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,1
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal abonnemang i inmatningspunkt från småskaliga elproduktionsanläggningar,3
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal abonnenter med avbrott 12 - 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal abonnenter med avbrott 12 - 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal abonnenter med avbrott längre än 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal abonnenter med avbrott längre än 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal ersatta abonnenter med avbrott 12 - 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal ersatta abonnenter med avbrott 12 - 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2018,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2019,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2020,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2021,Antal ersatta abonnenter med avbrott längre än 24 timmar,0
Västra Orusts Energitjänst ek. för.,1/1/2022,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2023,Antal ersatta abonnenter med avbrott längre än 24 timmar,
Västra Orusts Energitjänst ek. för.,1/1/2018,Förbrukning per lågspänningsabonnent (kWh) (beräkning),11691.1424
Västra Orusts Energitjänst ek. för.,1/1/2019,Förbrukning per lågspänningsabonnent (kWh) (beräkning),10497.24444
Västra Orusts Energitjänst ek. för.,1/1/2020,Förbrukning per lågspänningsabonnent (kWh) (beräkning),10257.80142
Västra Orusts Energitjänst ek. för.,1/1/2021,Förbrukning per lågspänningsabonnent (kWh) (beräkning),11820.68966
Västra Orusts Energitjänst ek. för.,1/1/2022,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Västra Orusts Energitjänst ek. för.,1/1/2023,Förbrukning per lågspänningsabonnent (kWh) (beräkning),
Västra Orusts Energitjänst ek. för.,1/1/2018,Högspänningsabonnemang i uttagspunkt (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2019,Högspänningsabonnemang i uttagspunkt (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2020,Högspänningsabonnemang i uttagspunkt (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2021,Högspänningsabonnemang i uttagspunkt (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2022,Högspänningsabonnemang i uttagspunkt (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2023,Högspänningsabonnemang i uttagspunkt (antal),1
Västra Orusts Energitjänst ek. för.,1/1/2022,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),2029
Västra Orusts Energitjänst ek. för.,1/1/2023,Inmatad energi från alla elproduktions-och energilagringsanläggningar (MWh),2571
Västra Orusts Energitjänst ek. för.,1/1/2018,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2019,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2020,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2021,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,
Västra Orusts Energitjänst ek. för.,1/1/2022,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,0
Västra Orusts Energitjänst ek. för.,1/1/2023,Inmatad energi från elproduktions- och energilagringsanläggningar exkl. småskaliga och mikroproduktionsanläggningar,0
Västra Orusts Energitjänst ek. för.,1/1/2022,Inmatad energi från mikroproduktionsanläggningar (MWh),859
Västra Orusts Energitjänst ek. för.,1/1/2023,Inmatad energi från mikroproduktionsanläggningar (MWh),1271
Västra Orusts Energitjänst ek. för.,1/1/2018,Inmatad energi från småskalig elproduktionsanläggning (MWh),1021
Västra Orusts Energitjänst ek. för.,1/1/2019,Inmatad energi från småskalig elproduktionsanläggning (MWh),1081
Västra Orusts Energitjänst ek. för.,1/1/2020,Inmatad energi från småskalig elproduktionsanläggning (MWh),1210
